,propertyCode,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,newDevelopment,latitude,longitude,showAddress,url,description,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace
0,100340472,745000.0,penthouse,sale,154.0,True,4,3,Calle de Juan Sánchez,Madrid,Madrid,Fuencarral,es,False,40.4730117,-3.7212068,False,https://www.idealista.com/inmueble/100340472/,"Ático-dúplex en venta en Peñagrande  ÁTICO-DÚPLEX EXTERIOR CON TERRAZA EN URBANIZACIÓN CON PISCINA Y PLAZA DE GARAJE EN PEÑAGRANDE. Presentamos luminoso ático-dúplex exterior de 4 dormitorios, 2 baños, 1 aseo de cortesía, estancia para almacenaje y una fabulosa terraza. Incluye una plaza de garaje con acceso directo en ascensor y un trastero. En urbanización cerrada con piscina, pádel, zona infantil y salón social, con vigilancia 24 horas. Con 154 m² construidos, según catastro, de los cuales corresponden a vivienda 122 m² y 28 m² de terraza de uso privativo. La parte superior de la vivienda consta de salón-comedor, cocina amueblada y equipada con electrodomésticos, tendedero y un aseo de cortesía. Bajando unas escaleras de mármol, se accede a la parte inferior de la vivienda, con cuatro dormitorios y dos baños completos, uno de ellos en suite y bañera de hidromasaje. Cuenta además con una estancia de almacenaje. Con suelo de tarima de madera en toda la vivienda. Aire acondicionado. Calefacción y agua sanitaria son por gas natural individual. En la cubierta de la finca hay placas solares para el agua caliente. Cuenta con sistema de alarma contraincendios. Toda la vivienda está orientada al Este, a excepción de la cocina y una de las habitaciones, que dan al Sur. En muy buen estado, para entrar a vivir. Posibilidad de adquirir una segunda plaza de garaje, contigua a la que se incluye con la vivienda. Estupenda ubicación, en el barrio de Peñagrande, situado en el Norte de Madrid, entre Puerta de Hierro y Mirasierra, dentro de la almendra-M30. A 5 minutos andando de la estación de metro (línea 7) y con paradas de autobuses prácticamente en la puerta, que conectan con diferentes zonas de Madrid, incluido nocturnos. Muy cerca de colegios, universidades (Instituto de Empresa), hospitales y clínicas (La Paz, Ramón y Cajal, Ruber Internacional, Centro), residencias de mayores (Los Nogales-Puerta de Hierro, Ballesol), grandes superficies (La Vaguada), gimnasios (GoFit) y variedad de supermercados. A 10 minutos en coche de la Estación de Tren Chamartín y a 15 minutos del Aeropuerto. Grandes zonas verdes en la zona (El Pardo, Dehesa de la Villa). ¿Te imaginas vivir aquí?",good,False,4838.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Peñagrande, Madrid', 'title': 'Ático en Calle de Juan Sánchez'}",True,False,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
1,102714810,370000.0,flat,sale,103.0,True,3,2,Calle Valdesangil,Madrid,Madrid,Moncloa,es,False,40.4682747,-3.7186579,False,https://www.idealista.com/inmueble/102714810/,"TOTALMENTE EXTERIOR, LUMINOSO TRANQUILO Y SOLEADO PARA ENTRAR A VIVIR, RODEADO DE PARQUES EN ZONA RESIDENCIAL. Vetuca Inmobiliaria les ofrece una vivienda recientemente reformada en primera planta con altura de segundo de 103 metros cuadrados construidos SIN MUROS DE CARGA con buena distribución. Cuenta con un hall de entrada con ropero, amplio salón-comedor, cocina reformada y equipada con electrodomésticos más una barra para desayuno integrada hacia el salón, 3 dormitorios y 2 baños completos, uno con bañera de hidromasaje y otro con plato de ducha. La vivienda dispone de calefacción central, armarios empotrados y TRASTERO de 2x2 INCLUIDO EN EL PRECIO. **ITE FAVORABLE** Finca de 1977 en perfectas condiciones, muy cuidada con portero físico. Acceso preferente a la cesión de una plaza de aparcamiento para Residentes situada en la Calle de Antonio Machado. El inmueble está situado en el cotizado DISTRITO DE MONCLOA en el BARRIO DE VALDEZARZA, un barrio totalmente consolidado y con mucha demanda. CUENTA CON TODAS LAS COMODIDADES POSIBLES muy cerca de la vivienda (ocio, supermercados, centros de salud, colegios, gasolineras, instalaciones deportivas…etc) y con unas excelentes comunicaciones debido a su proximidad con la M30, las líneas de autobús y Metro a escasos metros de la vivienda. Somos una empresa joven y dinámica que entiende las necesidades de nuestros clientes y ofrece soluciones para cada caso. Llevamos años en el sector inmobiliario y tenemos la suerte de haber formado un gran equipo de personas y profesionales. Ponemos mucho empeño y utilizamos la transparencia para que las cosas salgan bien, lo primero para nosotros son las personas, por eso queremos conocerte. Porque en cada compra, venta o alquiler, PENSAMOS EN TI. VETUCA es tu consultora inmobiliaria para la venta y alquiler rápido y seguro. Especialistas en las mejores zonas de Madrid, cubriendo todas las necesidades inmobiliarias, tasaciones inmobiliarias gratuitas valor de mercado. VENDEMOS TU CASA. No dudes en llamarnos, estamos a tu disposición.",good,False,3592.0,{'typology': 'flat'},"{'subtitle': 'Valdezarza, Madrid', 'title': 'Piso en Calle Valdesangil'}",True,False,False,1,True,
2,102015772,385000.0,flat,sale,77.0,True,3,2,"Calle Isla Malaita, 7",Madrid,Madrid,Fuencarral,es,False,40.4740721,-3.7221468,True,https://www.idealista.com/inmueble/102015772/,"Magnifica vivienda en venta con mucha luz y amplias vistas en Isla Malaita. JF Gestion Inmobiliaria presenta esta vivienda construida en 1990, en una 10ª planta exterior con orientación sur, con buen estado de conservación y una luz que aporta un especial atractivo. Tiene una superficie construida de 77 m2 y 66,66 m2 útiles, actualmente presenta la siguiente distribución: Recibidor. Salón comedor con aire acondicionado y amplios ventanales, desde el salón tenemos acceso a terraza descubierta con orientación sur. 3 dormitorios. 2 cuartos baño, uno de ellos completo con bañera y el otro con plato de ducha. Cocina amplia y luminosa.  La vivienda tiene calefacción y agua caliente con caldera individual de gas natural, y aire acondicionado en el salón, la finca cuenta con dos ascensores con acceso al garaje. El edificio al que pertenece la vivienda dispone de jardín privado. 1 plaza de garaje en el edificio con acceso directo desde el ascensor incluida en el precio. Gastos de comunidad 81 euros. IBI vivienda: 529 euros. IBI garaje: 29 euros La ubicación del inmueble en una de las mejores zonas y con más proyección de Madrid, muy cerca del Centro Comercial La Vaguada, en una zona tranquila con todos los servicios. Está muy bien comunicada por transporte público: entre los metros de Peña Grande y Antonio Machado ( linea 7) a 2 minutos de las paradas de autobuses de las líneas 42, 67, 133, N 21, entre otras. Muy cerca de colegios, bancos, supermercados, gimnasios y otros servicios. Conexión rápida a N 1, M-30, M-40, a 15 minutos en coche del Aeropuerto y del Ifema (M-11).",good,False,5000.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso en Calle Isla Malaita, 7'}",True,False,False,10,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
3,102147885,890000.0,chalet,sale,325.0,,7,5,Calle de las Islas Marquesas,Madrid,Madrid,Fuencarral,es,False,40.4742319,-3.7249742,False,https://www.idealista.com/inmueble/102147885/,"31Real Servicios Inmobiliarios presenta EL CHALET IDEAL PARA DISFRUTAR EN FAMILIA! ¡Tu pequeño paraíso en la Capital... La decisión acertada! Este chalet cuenta con 315 metros útiles sobre una parcela de 250 metros con piscina privada. La vivienda cuenta con 4 plantas que se distribuyen de la siguiente: Acceso al chalet a través de un porche ideal que nos invita a acceder a la planta principal; Esta planta cuenta con cerc de 100 metros, distribuidos en una maravillosa cocina, con zona office y con posibilidad de crear una zona dedicada a cocinar con una maravillosa isla. En esta planta contamos con un aseo de cortesía, un armario empotrado y un impresionante salón de más de 90 metros, que gracias a su imponente tamaño, ahora mismo se encuentra organizado en 3 áreas, una de ellas como zona de lectura/despacho, otro comedor y la otra zona como área de descanso y compartir en familia. Desde esta planta, se accede a un precioso y amplio jardin y a la piscina de 10 metros. Planta primera: (4 dormitorios + 2 baños y acceso a terraza)  Esta es la planta dedicada al descanso, nos encontramos con 95 metros que aportan amplio armario empotrado para la ropa blanca, cambios de mesa o el uso que quieras dar, ya que el armario es bastante amplio. 2 Dormitorios dobles, y 1 dormitorio simple super luminosos, todos ellos con armarios empotrados y todos cuentan con un pequeño balcón/terraza para disfrutarla todo el año. 1 baño completo con bañera y el dormitorio principal, con posibilidad de crear un precioso vestidor y baño completo en suite. Buhardilla: Con cerca de 45 metros, es una zona ideal para convertirla en área de juegos, cine, libreria... Actualmente es un área diáfana con armarios por todo su alrededor, un dormitorio doble y baño completo con bañera. Planta sótano: Zona habitable de 37 metros, donde se encuentra el dormitorio de servicio y un baño completo, otro dormitorio más, actualmente usado como zona de despensa. la zona de maquinaria de piscina y riego y termo de 300Litros con espacio para incluir otro termo de la misma capacidad y el GARAJE con 49 metros, aportando así una capacidad para 3 coches, además de la rampa.  El jardín de la casa, cuenta con mas de 200 metros, un porche precioso para disfrutar cenas en verano y alargar una comida en invierno. La piscina ubicada en la mejor orientación, tanto por la mañana como por la tarde, disfrutarás del baño bajo el sol. La zona donde se encuentra la vivienda, es dentro del distrito de Peñagrande, colindante a la exclusiva zona de Puerta de Hierro. La ubicación de este chalet es dentro de una zona residencial, pegada al centro de Salud, parques y amplios jardines verdes.  El transporte publico es muy cómodo, a unos metros de la carretera de la playa donde se encuentra la linea 83 y 133 directo a Callao y un poco más abajo, autobús directo a Plaza de Castilla. Dentro de la zona, nos encontramos con una gran oferta educativa y 5 minutos en coche del pulmón de la Capital; El Pardo. -De Madrid, al cielo!",good,False,2738.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Peñagrande, Madrid', 'title': 'Chalet adosado en Calle de las Islas Marquesas'}",True,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
4,102643242,1300000.0,chalet,sale,388.0,,5,6,Calle de San Gerardo,Madrid,Madrid,Moncloa,es,False,40.472581,-3.7225265,False,https://www.idealista.com/inmueble/102643242/,"Grupo Inmobilia pone a la venta un chalet independiente en venta en el distrito de Moncloa, esrealmente impresionante. Aquí tienes un resumen detallado de sus características: Diseño Moderno y Funcional: Este chalet de construcción reciente tiene un diseño moderno y funcional que incorpora comodidades y lujos. Cuatro Plantas: Está distribuido en cuatro plantas, lo que proporciona un amplio espacio y versatilidad. Porche de Entrada Zen: El porche de entrada decorado como un jardín zen crea un ambiente tranquilo y acogedor desde el principio. Planta Baja: En la planta baja, encontrarás una cocina amplia y completamente amueblada con electrodomésticos de alta gama y un botellero a medida. También hay un salón espacioso con techos altos y un baño de cortesía para visitas. Zona Social y de Ocio: Desde el salón, se accede a la zona social, que incluye una cocina americana, una zona chill-out y una piscina impecable. Esto ofrece un espacio ideal para el entretenimiento y la relajación. Primera Planta de Descanso: La primera planta alberga cinco habitaciones y cinco baños. Tres de las habitaciones tienen baños en suite, y la principal cuenta con un magnífico vestidor. Esto proporciona un lujoso espacio privado para la familia y los huéspedes.  Planta Buhardilla: La segunda planta es una buhardilla versátil de grandes dimensiones con acceso a una terraza ático de 20 metros cuadrados, que puede ser utilizada como zona de solarium. Ascensor y Garaje: La vivienda unifamiliar cuenta con un ascensor, un garaje con capacidad para dos coches y una zona habilitada para lavandería. Sistema de Aerotermia: La instalación de aerotermia asegura que la temperatura en la casa sea siempre magnífica y eficiente desde el punto de vista energético. En resumen, este chalet ofrece una combinación de lujo, comodidad y diseño moderno en una ubicación deseable. Si estás en búsqueda de una residencia excepcional, esta propiedad es sin duda una opción que vale la pena considerar. Te sorprenderá. No dudes en visitarlo.",good,False,3351.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Valdezarza, Madrid', 'title': 'Casa independiente en Calle de San Gerardo'}",False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
5,101960912,630000.0,flat,sale,136.0,True,4,2,Doctor Ramón Castroviejo,Madrid,Madrid,Fuencarral,es,False,40.4740161,-3.7227795,False,https://www.idealista.com/inmueble/101960912/,"Gilmar Consulting Inmobiliario Castellana-Orense ( ) pone a la venta este piso, en la zona de Puerta de Hierro, a unos metros de los edificios recientemente construidos en la Calle del Valle de Mena, junto a la calle del Doctor Juan José López Ibor y la Calle de Cándido Mateos.  El propietario del piso disfrutará de una amplia piscina con zona ajardinada, área infantil con múltiples instalaciones, así como de una amplia plaza de garaje con acceso directo, trastero y cuarto de bicicletas de la comunidad. El piso nos recibe con un vestíbulo que comunica con una de las habitaciones, actualmente utilizado como despacho, a continuación permite acceder a una de las entradas que tiene la cocina con office. Posteriormente llegamos al luminoso salón que cuenta con una terraza (10 m2) la cual permite disfrutar de vistas despejadas, relajantes atardeceres y vistas de la Sierra. El pasillo distribuidor tiene el acceso a la segunda entrada de la cocina, así como a las tres habitaciones restantes. Todas la habitaciones son exteriores, cuenta con generosos armarios empotrados, la principal tiene baño en suite.  La zona está completamente consolidada, cuenta con todo tipo de servicios, comercios, restauración, supermercados, gimnasio, farmacias y clínicas. Es una de las zonas de Madrid en continua actualización y construcción de nuevos edificios, experimentando un constante crecimiento e incremento en el precio del m2. Cuenta con unas excelentes comunicaciones, en transporte público dispone de varias líneas de autobús a diez metros caminando desde el portal del edificio, igualmente tiene a menos de cinco minutos andando dos estaciones de Metro que conectan las principales líneas que cruzan la ciudad. Las comunicaciones en vehículo privado son excelentes permiten acceso a la M-30, M-40, A-6, A-1, Plaza de Cuzco (túnel Sor Angela de la Cruz), Plaza Castilla (4 minutos), Hospital de la Paz, así como Puerta de Hierro. Sin duda, una excelente compra que podrá disfrutar para su familia o convertirse en un producto de inversión que ofrecerá una alta rentabilidad durante el tiempo que lo tenga alquilado. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Madrid con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles. Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Visita y encontraras 4.000 oportunidades de inversión en rentabilidad. Consúltanos.",good,False,4632.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso en Doctor Ramón Castroviejo'}",True,False,False,7,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
6,102912846,480000.0,flat,sale,100.0,True,3,2,Calle de La Bañeza,Madrid,Madrid,Fuencarral,es,False,40.4772886,-3.7188096,False,https://www.idealista.com/inmueble/102912846/,"Exclusivo piso a estrenar situado en el barrio de Peñagrande, en Madrid. ¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.  ¿Te gustaría personalizar los acabados de este piso? Visita desde cualquier lugar esta vivienda que está siendo reformada a través de un paseo virtual 3D donde podrás conocer su distribución y escoger los materiales de la cocina, baños y suelos. ¡Solo por tiempo limitado! La vivienda está ubicada en la planta 3 exterior con ascensor. Dispone de una superficie total de 100 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con terraza, cocina amueblada, armarios empotrados, aire acondicionado, parking y accesibilidad para personas con movilidad reducida. Situado en el barrio de Peñagrande, en la Calle Bañeza, que te permitirá estar cerca de todo lo que necesitas como el Centro Comercial La Vaguada, el Parque de la Vaguada, el GO Fit Peñagrande, el Hospital Universitario La Paz y el Hospital Universitario Ramón y Cajal a 10 minutos en coche. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, múltiples paradas de autobús y la estación de metro Peñagrande (L7). Agenda tu vista virtual y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",good,False,4800.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso en Calle de La Bañeza'}",True,False,False,3,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
7,102706677,229000.0,flat,sale,59.0,True,1,1,Calle de La Hiruela,Madrid,Madrid,Fuencarral,es,False,40.4716023,-3.7169798,False,https://www.idealista.com/inmueble/102706677/,"EXTRA Inmobiliaria vende excelente piso exterior y luminoso con plaza de garaje incluida en el precio. La vivienda esta situada en una tercera planta con ascensores y portero fisico 24h. La distribución actual cuenta con una habitación doble, amplio salón exterior con acceso a terraza abierta, cocina americana equipada y baño completo. Tiene calefaccion central individualizada y aire acondicionado por conducto, bomba de frío/calor. Cabe destacar que el piso es muy luminoso gracias a su orientación. La finca es del 1993 y cuenta con 6 ascensores en el portal. Gracias a su ubicación, el piso es ideal para vivir o como inversión. El piso tiene una plaza de garaje incluida en el precio con acceso desde la misma finca. Buenas comunicaciones con transporte público: metro estaciones Peñagrande y Antonio Machado y líneas de autobuses.",good,False,3881.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso en Calle de La Hiruela'}",True,False,False,3,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
8,102948188,939000.0,flat,sale,238.0,True,4,4,Calle de Cándido Mateos,Madrid,Madrid,Fuencarral,es,False,40.477175,-3.7204365,False,https://www.idealista.com/inmueble/102948188/,"OCA Servicios Inmobiliarios les ofrece este fabuloso piso de lujo, en urbanización cerrada, con todas las instalaciones modernas, en perfecto estado y listo para entrar a vivir.    Se encuentra en la 5º planta, con ascensor, orientación Sur, menos de una habitación y la cocina, es muy luminoso. Suelo de tarima de primera calidad en las habitaciones y el pasillo y de mármol en el salón, cocina y los baños, paredes en liso y con madera tropical. Ventanas todas de climalit. Todas las persianas son motorizadas. Calefacción por suelo radiante, aire acondicionado por conducto que llega a cada una de las habitaciones, con termostato individual. Radio sintonizador digital integrado en la habitación principal, el baño, y la cocina también.  Catastralmente cuenta con 238m2, trastero de 9m2, plaza de garaje y parte proporcional de zonas comunes, siendo el piso con 185m2, y consta de: - Hall de entrada amplia, con revestimiento de madera italiana cerezo. - Gran salón comedor, con ventanas altos que llegan de techo a suelo, muy soleado. Techos com iluminación led integrada.  - Cocina totalmente amueblada y con todos los electrodomésticos, es independiente, con zona espacio de lavado y tendedero. - Dormitorio 1º, la principal, con gran baño suite completo, bañera con hidromasaje, doble lavabo. Dos vestidores cada una independiente, de gran capacidad. - Dormitorio 2º con armario empotrado muy grande. - Dormitorio 3º, con armario empotrado de doble puerta y un aseo. - Dormitorio 4º, con armario empotrado y baño completo con plato de ducha. - Pasillo con armario despensa.  Urbanización de excelente calidad de ambiente, es agradable y tranquila, todas las viviendas dispone de alarma, amplias zonas verdes, jardín para yoga y tomar el sol, parque infantil, pista de padel, piscina grande y una pequeña, fuente de agua moderna. Interior hay sala de gimnasia, piscina climatizada con agua salada, sala de reuniones para juntas. Conserje físico, doble entrada, por la calle principal y de atrás.   Ubicación excelente, Centro comercial La Vaguada a 10min caminando, Supermercado al lado, comercios, restaurantes, colegios, Centro de Salud cerca. A 350m de Metro Peñagrande, varias líneas de autobuses cerca, como 42, 127, 132, 137, 602. Carretera M30 en frente, a 250m de Parque Cerro Peñabel. Cuota de Comunidad: 430€  Cuota de Garaje: 19€ x garaje. Cuota de IBI: 1.300€ aprox.",good,False,3945.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso en Calle de Cándido Mateos'}",True,False,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
9,103003156,832000.0,flat,sale,192.0,True,4,4,Calle de Buitrago del Lozoya,Madrid,Madrid,Fuencarral,es,False,40.4729441,-3.7167977,False,https://www.idealista.com/inmueble/103003156/,"¡SIN COMISIONES DE AGENCIA! INMOLINE, y whatsapp Estupendo piso, amplio, de ciento noventa y dos m2, cuatro dormitorios y cuatro baños completos. Forma parte de una promoción de obra nueva de viviendas promovidas y construidas por Baluarte, en Madrid, de 44 plazas de aparcamiento de entre 27 m² y 45 m² y 22 viviendas de entre 62 m² y 210 m². Constan de sala de estar-comedor, cocina con lavadero, entre 1 y 3 habitaciones con armarios empotrados y entre 1 y 3 baños completos. Calefacción y agua caliente de gas natural. Se entregan con cocinas y lavaderos totalmente equipados con electrodomésticos, carpintería de puertas y ventanas metálica y suelos de parqué en las habitaciones. Zona comunitaria con ascensor, jardín, piscina climatizada, gimnasio y zona infantil. Además cuenta con trastero incluido en el precio. La promoción está ubicada en una zona tranquila, con servicios, comercios, cercana a un centro deportivo, a un centro sanitario; y bien comunicada, con paradas de autobús y del metro Antonio Machado; y tiene fácil acceso a la M-30. Somos una empresa de mediación inmobiliaria, con una amplia y eficaz experiencia en el sector. Estamos especializados en Alquiler y Venta de inmuebles en Madrid capital y en su provincia. Whatsapp seis seis tres uno cuatro tres cuatro ocho siete.",good,False,4333.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso en Calle de Buitrago del Lozoya'}",True,False,False,4,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
