,propertyCode,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,newDevelopment,latitude,longitude,showAddress,url,description,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,topNewDevelopment,floor,hasLift,parkingSpace,dType,SubdType,dsugTextTit,dsugTexsubtit,dhasParking,dParkingIncl
0,104204737,385000.0,flat,sale,92.0,True,3,2,calle de Valderrodrigo,Madrid,Madrid,Moncloa,es,False,40.468042,-3.7200873,False,https://www.idealista.com/inmueble/104204737/,"Grupo Extra ofrece amplia y luminosa vivienda de 3 dormitorios y 2 baños para reformar, totalmente exterior. Está ubicado en la undécima planta, última planta del edificio.  Distribuido en hall recibidor, salón comedor, cocina independiente con doble acceso, 3 dormitorios dobles y 2 baños completos (uno con plato de ducha y otro con bañera). Orientación suroeste. , muy luminoso. También tiene acceso a la azotea comunitaria.  Suelos de parquet. Carpintería exterior de aluminio en salón y cocina y ventanas climalit en las habitaciones. La calefacción es central de gas natural.  El año de construcción de la finca es de 1968. Cuenta con portero físico. La ITE se encuentra en estado favorable con fecha de abril de 2023.  En cuanto a la ubicación, se encuentra rodeado de todo tipo de servicios. Estación de Metro Antonio Machado (Línea 7), a 200 metros de la vivienda. Diversas líneas de autobús ( 32) a escasos metros de la vivienda. Colegio De Educación Infantil y primaria Lepanto, Instituto De Educación Secundaria Isaac Newton e Instituto De Educación Secundaria Ciudad De Los Poetas. Centro de salud Isla de Oza. Parques y áreas infantiles y todo tipo de supermercados y comercios.  Estamos preparando el reportaje del interior, no dude en solicitar más información.",renew,False,4185.0,{'typology': 'flat'},"{'subtitle': 'Valdezarza, Madrid', 'title': 'Piso en calle de Valderrodrigo'}",True,False,11,True,,flat,,Piso en calle de Valderrodrigo,"Valdezarza, Madrid",,
1,103138983,545000.0,flat,sale,118.0,True,3,2,"calle de San Gerardo, 51",Madrid,Madrid,Moncloa,es,False,40.4712696,-3.7255049,True,https://www.idealista.com/inmueble/103138983/,"Rive presenta esta espectacular vivienda con REFORMA INTEGRAL de tres dormitorios, dos baños y plaza de garaje en la calle San Gerardo 51 en el barrio de Valdezarza distrito de Moncloa-Aravaca. El piso es una segunda planta totalmente exterior que destaca por su luz, vistas abiertas (tiene doble orientación este-oeste) y espacio de almacenamiento. Consta de 118 metros construidos con comunes y 102 de vivienda en una finca de 1971. Entrando a la vivienda a mano derecha encontramos el salón-comedor con salida a la terraza, y a mano izquierda encontramos la cocina, que cuenta con office, espacio de lavandería y salida a otra pequeña terraza. Avanzando por el pasillo se accede a los domitorios y los dos baños, siendo el de la habitación principal en suite. Cuenta con armarios empotrados en el recibidor y las habitaciones. La cocina se encuentra completamente equipada con electrodomésticos panelados. REFORMADO CON CALIDADES ACTUALES Se está llevando a cabo la reforma con excelentes calidades: paredes lisas, suelo de tarima laminada, paredes lisas, suelo de tarima laminada, pavimento porcelánico en baño, cerramientos con cumplimiento de máxima eficiencia energética (ventanas de climalit con doble acristalamiento) y electricidad y fontanería completamente nuevos.  La calefacción es central y la finca, de 1971, cuenta con portero físico. La vivienda cuenta con trastero y una plaza de garaje independiente. Además, hay plazas en superficie para el uso de todos los vecinos. Los gastos de comunidad ascienden a 289€/mes el mes que pasa el agua, y el IBI son 702€. La ITE fue favorable 2019.  ¿POR QUÉ ELEGIR ESTE BARRIO? Perfectamente ubicado en una zona familiar y residencial de Madrid. Se trata de un área que dispone de todo tipo de servicios como colegios, farmacias, parques, centro de salud, hospitales y supermercados. La comunicación es excelente tanto en transporte público (línea 7 de metro Antonio Machado o Valdezarza) y autobuses de la EMT a Moncloa, Cuatro Caminos, la Vaguada, etc) como por carretera ya que tiene fácil acceso a la M30 y M40 y a 5 minutos andando al parque de la Dehesa de la Villa. En Rive tenemos la misión de hacer que la compra y venta de viviendas sea rápida, sencilla y segura. Ofrecemos ofertas de compra instantánea, servicios inmobiliarios tradicionales y una amplia gama de apartamentos listos para la mudanza en venta y alquiler. Nuestro equipo de especialistas cualificados, respaldados con tecnología de inteligencia artificial, garantiza la eficiencia y la tranquilidad en cada transacción. SOMOS PROPIETARIOS - NO COBRAMOS COMISIONES.",good,False,4619.0,{'typology': 'flat'},"{'subtitle': 'Valdezarza, Madrid', 'title': 'Piso en calle de San Gerardo, 51'}",True,False,2,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,"Piso en calle de San Gerardo, 51","Valdezarza, Madrid",True,True
2,103944798,214000.0,flat,sale,56.0,True,2,1,calle Sarria s/n,Madrid,Madrid,Fuencarral,es,False,40.4732454,-3.7144027,True,https://www.idealista.com/inmueble/103944798/,"HMinmobiliaria ofrece piso 100% FINANCIACIÓN! Posibilidad de un préstamo de 214.000 €! SIN ENTRADA! Piso en Peña Grande, 2 dormitorios, …. ¡ Ver VIDEO!  ¡SIN COMISIONES! SIN AVAL!  Solo con tus INGRESOS y los gastos de escrituras! NADA mas!  8309 - 2 dormitorios, salón-comedor con salida a terraza, cocina amueblada, baño con bañera y ventana Buena opción como PRIMERA VIVIENDA o como INVERSION!  La ubicación es magnífica con todos los servicios de comercios, colegios, institutos, farmacia, a muy poca distancia y muy cerca del Centro Comercial “La Vaguada”  Muy bien comunicado con transporte público a menos de 5 min esta la estación de metro “Peña Grande” Si trabajas en la Vaguada o cerca este es tu piso, con el consiguiente ahorro de tiempo y dinero, pudiendo desplazarte a pie.  Con tus INGRESOS, SIN AVALES! 100% FINANCIACION! puedes tener tu vivienda en PROPIEDAD.  Solo tienes que disponer de los gastos de escritura y el resto te lo financia el banco hasta el 100% del valor de la compra.  Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA.  100%! FINANCIACIóN! SIN ENTRADA! Sin COMISIONES, NI por la VENTA, NI por la TRAMITACION de la venta NI del préstamo!  Solo con TUS INGRESOS y los gastos de escrituras! NADA mas!  HMInmobiliaria convirtiendo desde 1.989 los SueÑoS en HoGaReS!",good,False,3821.0,{'typology': 'flat'},"{'subtitle': 'Pilar, Madrid', 'title': 'Piso en calle Sarria s/n'}",True,False,6,True,,flat,,Piso en calle Sarria s/n,"Pilar, Madrid",,
3,104655895,209900.0,flat,sale,47.0,True,1,1,calle de Sarria,Madrid,Madrid,Fuencarral,es,False,40.4721702,-3.7159157,False,https://www.idealista.com/inmueble/104655895/,"VOhome propiedades vende en exclusiva esta vivienda totalmente rehabilitada hace menos de 2 años. A tan solo 7 minutos andando del centro comercial La Vaguada y a 3 minutos de la boca de Metro Peñagrande. Ubicada en una de las calles más tranquilas del barrio, y con todos tipo de servicios en el entorno. Compuesto por 1 dormitorio doble, 1 baño con plato de ducha con inmejorables calidades, salón y cocina americana totalmente equipada con electrodomésticos de bajo consumo. Superficie construida de vivienda, sin incluir la parte proporcional de los elementos comunes, según Nota Simple 47 m2. Según nuestras mediciones, podemos confirmar que dispone de 47,36 m2 construidos y una superficie útil de 40,15 m2, sin incluir los 4 m2 que le pertenecen como elementos comunes. Dispone de suelos de gres de alta calidad imitando a madera natural y gres en baño, paredes en liso, puertas lacadas en blanco, ventanas con doble acristalamiento Climalit oscilobatientes Marca kommerling y como información a destacar, las persianas de la vivienda dispones de apertura y cierre motorizado, además de disponer de puerta principal acorazada. Podemos destacar la iluminación de la vivienda debido a su orientación Sur. Además, podemos constatar como información adicional que tanto la fontanería como la electricidad y la instalación de calefacción de la vivienda también se han rehabilitado, además de insonorizar e impermeabilizar todo el perímetro exterior de la vivienda. La finca dispone de ascensor, portero automático y con tan solo 17€ de gastos de comunidad, finca con I. T. E. pasada y favorable en 2.015. También cuenta con las líneas de autobús: 42, 49, 126, 128, N22, entre otros. Con muy buena comunicación con la M-30 y M-40. También cuenta con las líneas de autobús: 42, 49, 126, 128, N22, entre otros. Con muy buena comunicación con la M-30 y M-40. Podemos señalar su proximidad a varios colegios, como el colegio Luis de Góngora, múltiples escuelas infantiles, centros de salud, hospitales como hospitales como el Universitario La Paz y Hospital Carlos La Paz entre otros, bancos: Caixabank, BBVA, Santander, entre otros, supermercados como el Lidl, Carrefour, Mercadona y gran variedad de restaurantes, bares, cafeterías, peluquerías... Otros sitios cercanos son el parque y polideportivo de Agustín Rodríguez Sahagun, parque Cerro Peñabel, entre otros lugares de interés. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. "" Tipo de interés fijo: desde 2.29 % Tipo de interés variable: desde Er+0.50 % Para más información, llamar al teléfono gratuito "" Infórmese sin compromiso comunicándose con nuestro asesor Francisco López – Contamos con todas las medidas de seguridad contra el COVID19. *En el precio de venta no están incluidos los gastos de compra (Impuestos de trasmisiones patrimoniales/Notaría-Gestoría/Registro/Intermediación inmobiliaria y/o financiera)*.",good,False,4466.0,{'typology': 'flat'},"{'subtitle': 'Pilar, Madrid', 'title': 'Piso en calle de Sarria'}",True,False,bj,True,,flat,,Piso en calle de Sarria,"Pilar, Madrid",,
4,104003668,675000.0,flat,sale,151.0,True,3,2,calle de Isla Cristina,Madrid,Madrid,Moncloa,es,False,40.4701719,-3.7242689,False,https://www.idealista.com/inmueble/104003668/,"Magnifico piso de 120 m2 de vivienda más 31 m2 de Terraza de uso y disfrute particular, en planta baja, pero con mucha luz en toda la casa. Con 2 plazas de garaje una de ellas para dos coches.  Según entramos nos encontramos con el vestibulo que nos abre paso al enorme salón comedor, de paso, con ventana al jardín con piscina del edificio. A continuación nos encontramos con el pasillo distribuidor que nos lleva a la izquierda a dos dormitorios de similar tamaño y por último al gran dormitorio principal con amplio baño con bañera en suite. Las ventanas de las habitaciones dan a la terraza del piso. Con armarios empotrados por toda la casa. A la izquierda en el pasillo nos lleva al segundo baño con ducha y a un cuarto de armarios.  Si continuamos llegamos a la amplia cocina amueblada y equipada con electrodomésticos y al fondo un lavadero que nos abre paso a la gran terraza de unos 31 m2. Van incluidas en el precio dos plazas de garaje para tres coches pues una de ellas es muy larga y caben dos coches. En muy buen edificio con piscina privada. En el inmueble hay también Portero fisico. Se paga de comunidad de propietarios de vivienda unos 171 Euros y de las Dos plazas de garaje unos 70 Euros. De IBI se pagan unos 800 Euros. Situado en el distrito de Moncloa-Aravaca, en el oeste de Madrid, el barrio de Valdezarza está bordeado, al norte, por la calle del Valle de Mena; al este, por la calle de Villaamil y la calle de Ofelia Nieto; al sur, por la calle de Francos Rodríguez; y, al oeste, por la calle de Antonio Machado, la calle de la Isla de Oza y la calle de Nueva Zelanda. El extremo noroeste del barrio está situado al lado de la autopista M-30, lo que facilita el acceso en coche. Otras opciones de transporte son el autobús o el metro (Valdezarza y Antonio Machado).",renew,False,4470.0,{'typology': 'flat'},"{'subtitle': 'Valdezarza, Madrid', 'title': 'Piso en calle de Isla Cristina'}",True,False,bj,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso en calle de Isla Cristina,"Valdezarza, Madrid",True,True
5,104353454,678000.0,flat,sale,105.0,,2,2,barrio Peñagrande,Madrid,Madrid,Fuencarral,es,False,40.4763638,-3.7221012,False,https://www.idealista.com/inmueble/104353454/,"En la zona de Peñagrande-Puerta de Hierro se encuentra a la venta esta coqueta vivienda de 2 habitaciones (una en suite), 2 cuartos de baño, salón comedor con cocina abierta amueblada y equipada con electrodomésticos de alta gama. Cuenta con dos terrazas, una con tendedero y espacio de almacenaje a la que accedemos desde la cocina y una gran terraza con acceso desde el salón. Totalmente reformada, preparada para instalación domótica, alarma, calefacción por suelo radiante, aire acondicionado, iluminación encastrada en toda la vivienda con luces LED de bajo consumo, gran espacio de almacenaje con armarios vestidos con todo detalle (cajoneras, corbateros, pantaloneras... ) y estores a medida en todas las ventanas. Dispone de 2 plazas de garaje y trastero. Piscina Esta vivienda está situada en una ubicación estupenda y bien comunicada, con acceso rápido a las principales vías de comunicación (M30, M40) y a escasos minutos andando de todas las opciones de transporte público (metro, renfe-cercanías, autobús).  Un fantástico lugar para vivir, una zona tranquila y segura pero con todos los servicios al alcance de la mano.",good,False,6457.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso'}",False,False,,True,,flat,,Piso,"Peñagrande, Madrid",,
6,103968612,214000.0,flat,sale,116.0,True,2,2,calle del Doctor Juan José López Ibor,Madrid,Madrid,Moncloa,es,False,40.4709306,-3.7247655,False,https://www.idealista.com/inmueble/103968612/,"Inversores, vendemos esta "" Nuda Propiedad "" en preciosa urbanización con amplisímos jardines, 18.775m² + 2 pistas de tenis+ piscina + parque infantil, se trata de un piso de 2 dormitorios dobles, ( antes 3 dormitorios) uno en suite con vestidor y wc + 2 wc + salón + cocina + terraza de unos 6m², aire acondicionado por splits, tiene trastero ( de unos 3m² ) y "" garaje de acceso directo incluidos en precio "". Esta finca se halla ubicada en el Distrito de Moncloa, entre las calles Valle de Mena y Dr Juan José López Ibor, junto a la zona conocida como "" Puerta de Hierro"". Se trata de una vivienda reformada recientemente, en una finca señorial con vigilancia 24/7, con cuidados y amplios jardines. Es una zona eminentemente residencial, pero con vida, tienes cerca: farmacia, veterinario, varias guarderias, Colegio Santa María del Camino, el Instituto De Educación Secundaria Isaac Newton, el Centro Privado De Educación Infantil, Primaria Y Secundaria Liceo Sorolla B; la famosa Clínica López Ibor, el Centro De Salud Isla De Oza - Calle San Martín de Porres. Varios supermercados: Hiber, Dia, Unide, panadería, etc.. . ** En cuanto a comunicaciones, a través del túnel de Sor Ángela de la Cruz, te comunicas en coche con el Pª de la Castellana, Estadio Santiago Bernabeu y Corte Inglés en unos 10/12 minutos. . -Por transporte público tienes: en la misma calle ( 64-137-N-20) y en la calle de al lado el las paradas de buses: 42-137 y también tienes cerca la parada de metro de Antonio Machado ( L-7) Y si usas coche tienes a 1 minuto el acceso al primer anillo de circunvalación M-30 y a través de este anillo enseguida tienes acceso al segundo anillo, la M-40 y por tanto acceso rápido al resto de radiales y al aeropuerto de la capital Adolfo Suárez Madrid-Barajas. No dudes en llamar y nuestros asesores te informaran con detalle sobre esta inversión.",good,False,1845.0,{'typology': 'flat'},"{'subtitle': 'Valdezarza, Madrid', 'title': 'Piso en calle del Doctor Juan José López Ibor'}",True,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso en calle del Doctor Juan José López Ibor,"Valdezarza, Madrid",True,True
7,103699394,949000.0,flat,sale,238.0,True,4,3,barrio Peñagrande,Madrid,Madrid,Fuencarral,es,False,40.4772949,-3.7198857,False,https://www.idealista.com/inmueble/103699394/,"Olisson presenta este fantástico piso con acabados de primera calidad en urbanización de lujo en Peñagrande.  Esta espectacular vivienda de 238m2 se encuentra en una quinta planta y con orientación sur, lo que proporciona abundante luz natural.  La distribución es la siguiente, el hall de entrada nos da acceso a las diferentes zonas de la casa, a la derecha tenemos una gran cocina con office, totalmente amueblada y con electrodomésticos incluidos, además de un espacio independiente de lavado y plancha. De frente nos encontramos un aseo de cortesía así como un salón comedor de buenas dimensiones donde destacan el suelo de mármol, los grades ventanales y la iluminación led integrada en el techo para crear una mayor calidez. Desde el hall una puerta separa la zona de noche del resto de la vivienda, un pasillo con varios armarios empotrados nos distribuye a las diferentes habitaciones. El primer dormitorio cuenta con armarios empotrados y baño completo en suite, el segundo cuenta con armarios empotrados, siendo este el único dormitorio que no cuenta con baño en suite y con vistas a un patio interior. El tercer dormitorio, al igual que el primero, cuenta con armarios empotrados y baño en suite y por último el dormitorio principal, que cuenta con baño con hidromasaje y doble lavabo, dos vestidores independientes y un dormitorio de buen tamaño.  La vivienda resalta por sus acabados de calidad, tales como suelos de mármol en cocina, salón y baños, tarima de primera calidad en habitaciones y pasillo, paredes revestidas de madera italiana color cerezo, calefacción por suelo radiante, aire acondicionado por conducto en todas las estancias con termostato individual, persianas motorizadas y sintonizador digital de radio en la habitación principal, baño principal y cocina.  En el precio de la vivienda se incluyen una plaza de garaje de gran tamaño y un trastero de 9m2. **Segunda plaza de garaje opcional** En cuanto a la urbanización esta cuenta con piscina exterior, padel, piscina interior climatizada de agua salada para disfrutarla todo el año, parque infantil, gimnasio equipado con todas las máquinas necesarias para entrenar, sala de comunidad con mesa de ping pong, conserje las 24h del día y parking comunitario distribuido en 3 niveles.  En cuanto a la ubicación, la vivienda queda situada en una zona tranquila, con amplias zonas verdes y parques, ideal para familias. Cuenta con centros de salud, centros deportivos, mercados, guarderías y colegios. El Centro Comercial La Vaguada queda a 10 minutos andando y en cuanto a las comunicaciones, dispone de Metro cercano (Línea 7) y numerosas paradas de autobús. Muy buena comunicación con la M-30 y la A-6, cerca de Ciudad Universitaria, el Hipódromo de la Zarzuela, campos de golf y a 5 minutos del intercambiador de Moncloa.",good,False,3987.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso'}",True,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso,"Peñagrande, Madrid",True,True
8,104478619,249900.0,flat,sale,67.0,True,3,1,calle de Sarria,Madrid,Madrid,Fuencarral,es,False,40.4721059,-3.7136566,False,https://www.idealista.com/inmueble/104478619/,"VOhome propiedades vende en exclusiva esta magnífica vivienda con excelente iluminación en la zona más tranquila del barrio. A pocos minutos del metro Peñagrande y muy cerca del centro comercial La Vaguada, por su inmejorable ubicación en el barrio El Pilar. Compuesto por 3 dormitorios, 1 baño completo con plato de ducha, salón-comedor y amplio hall de entrada. Dispone de dos terrazas acristaladas, la primera con orientación Sur y que se comunica con el salón y dormitorio principal, y la segunda con orientación Este con acceso a los dos dormitorios. Superficie de vivienda, sin incluir la parte proporcional de los elementos comunes, según Nota Simple 51,6 m2. Según nuestras mediciones, podemos confirmar que dispone de 57,01 m2 útiles y 67,27 m2 construidos, contando con la terraza incorporada. Dispone de suelos de parquet en buen estado, suelos de gres en baño, paredes en textura rayada, puertas en madera, ventanas en aluminio, además de destacar que el baño tiene plato de ducha. También podemos destacar la iluminación de la vivienda debido a su orientación Sur-Este. La finca dispone de ascensor, portero automático, puerta de seguridad y cometida de gas natural. En cuanto a gastos de comunidad, tan solo 65€. También cuenta con las líneas de autobús: 42, 49, 126, 128, N22, entre otros. Con muy buena comunicación con la M-30 y M-40. Podemos señalar su proximidad a varios colegios, como el colegio Luis de Góngora, múltiples escuelas infantiles, centros de salud, hospitales como hospitales como el Universitario La Paz y Hospital Carlos La Paz entre otros, bancos: Caixabank, BBVA, Santander, entre otros, supermercados como el Lidl, Carrefour, Mercadona y gran variedad de restaurantes, bares, cafeterías, peluquerías.. . Otros sitios cercanos son el parque y polideportivo de Agustín Rodríguez Sahagun, parque Cerro Peñabel, entre otros lugares de interés. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. "" Tipo de interés fijo: desde 2.29 % Tipo de interés variable: desde Er+0.50 % Para más información, llamar al teléfono gratuito "" Infórmese sin compromiso comunicándose con nuestro asesor Francisco López – Contamos con todas las medidas de seguridad contra el COVID19. *En el precio de venta no están incluidos los gastos de compra (Impuestos de trasmisiones patrimoniales/Notaría-Gestoría/Registro/Intermediación inmobiliaria y/o financiera)*.",renew,False,3730.0,{'typology': 'flat'},"{'subtitle': 'Pilar, Madrid', 'title': 'Piso en calle de Sarria'}",True,False,1,True,,flat,,Piso en calle de Sarria,"Pilar, Madrid",,
9,104332570,695000.0,penthouse,sale,119.0,True,3,2,camino de Ganapanes,Madrid,Madrid,Fuencarral,es,False,40.4711203,-3.7162094,False,https://www.idealista.com/inmueble/104332570/,"¡EL ATICO MÁS ESPERADO Y DESEADO EN PEÑAGRANDE! Único e impresionante ATICO en una de las zonas más demandadas de Madrid, esta increíble vivienda cuenta con todos los atributos para que te enamores de ella. Amplitud, distribución ideal, terraza preparada para disfrutar durante todo el año y lo mejor... Sin necesidad de ninguna reforma, para que entres a vivir cuando quieras. Ubicada en una exclusiva urbanización, pensada para disfrutarla en familia sin salir de tu zona de confort. Vivienda de 120m, distribuida en imponente terraza, 3 habitaciones, 2 baños con 2 PLAZAS DE GARAJE y TRASTERO! Al entrar a la vivienda nos recibe un coqueto hall que nos distribuye al salón, cocina y pasillo hacia zona de descanso. Este ático cuenta con un salón de ensueño, la preciosa LUZ que recibe hace de esta zona un plan ideal para disfrutar en familia. Salón de 20m2 distribuido en dos zonas marcadas; La zona del comedor y la zona de descanso. Acceso a la joya de esta vivienda: su espectacular terraza, a través de un enorme ventanal que aprovecha toda la luz. Impresionante terraza con vistas despejadas cuenta con 28 m2, cuidada y pensada al más minino detalle; Tiras de led y luces philips que al anochecer crean un clima ideal. La terraza cuenta con la instalación de 2 pérgolas para disfrutarla todo el año. Zona con césped artificial, instalación de madera tecnológica, sistema magnet, grapa oculta, superficie encapsulada anti manchas. La cocina tiene una distribución perfecta, además de pensar en la comodidad del mayor almacenaje posible; Se vende con la mayoría de los electrodomésticos de alta gama, además para mayor desahogo, la cocina cuenta con acceso a un amplio tendedero, con mas almacenaje y zona de lavandería. La vivienda cuenta con 3 dormitorios, el dormitorio principal cuenta con una distribución ideal. Destacar la amplitud de este cuarto, con espacio para cama grande, un armario con gran capacidad de almacenaje y baño completo en suite con bañera. Gracias a su orientación nos aseguramos una zona óptima de descanso y con luz natural durante todo el día. El segundo dormitorio, amplio, con capacidad para cama doble, espacio para zona de juego o estudio y un gran ventana que recibe una maravillosa luz durante todo el día. Armario de doble puerta empotrado con amplia capacidad de almacenaje, del suelo hasta el techo. Y el tercer dormitorio, ahora mismo con uso de despacho y zona de juego tiene acceso también por aquí a la terraza.  Para una mayor comodidad, la vivienda cuenta con un segundo baño exterior en pasillo, con amplio plato de ducha de carga mineral ROCA, mampara DUSCHOLUX, muebles diseñados a medida y grifería HANSGROHE. Las calidades de esta vivienda se encuentran en sintonía con sus impresionantes zonas comunes, cuenta con una piscina exterior y amplias zonas verdes, portero físico y vigilancia 24H, gimnasio y sala de eventos, pista de paddel, una urbanización maravillosa para disfrutarla siempre. Este precioso ático se encuentra en Peñagrande, con acceso directo al túnel Sor Angela De la Cruz lo que te facilita encontrarte en la zona de negocios de la capital en menos de 7 minutos, gran oferta de colegios, centros comerciales, distintas lineas de autobús, metro a 5 minutos (Línea 7)... ¿Quieres visitarlo? Contacta con nosotros!",good,False,5840.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Peñagrande, Madrid', 'title': 'Ático en camino de Ganapanes'}",True,False,4,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,penthouse,Ático en camino de Ganapanes,"Peñagrande, Madrid",True,True
